Month,Outlet_ID,Outlet_Type,Region,Product_ID,Brand,Manufacturer,Units,Sales_Value,Transaction_Type,Territory_ID
2024-06-01,OUT00061,Clinic,Cairo,P0006,NeuroCalm,Zeta Pharma,525,35249.35,Sell-in,T029
2024-06-01,OUT00045,Independent Pharmacy,Canal,P0009,LipiControl,Iota Pharma,579,20735.32,Sell-in,T027
2024-06-01,OUT00079,Clinic,Cairo,P0009,LipiControl,Iota Pharma,396,37147.87,Sell-in,T029
2024-06-01,OUT00117,Chain Pharmacy,Canal,P0005,Infecto,Epsilon Pharma,880,57230.22,Sell-in,T024
2024-06-01,OUT00050,Chain Pharmacy,Delta,P0004,PainFree,Delta Pharma,109,15677.06,Sell-in,T029
2024-06-01,OUT00015,Clinic,Cairo,P0002,GlucoMax,Beta Pharma,581,91636.64,Sell-in,T029
2024-06-01,OUT00083,Chain Pharmacy,Cairo,P0001,CardioSafe,Alpha Pharma,566,46926.33,Sell-in,T027
2024-06-01,OUT00071,Clinic,Cairo,P0010,GastroEase,Kappa Pharma,271,22626.52,Sell-in,T028
2024-06-01,OUT00090,Chain Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,207,7355.75,Sell-in,T021
2024-06-01,OUT00034,Clinic,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,438,15539.14,Sell-in,T022
2024-06-01,OUT00076,Independent Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,332,29349.6,Sell-in,T002
2024-06-01,OUT00006,Clinic,Delta,P0009,LipiControl,Iota Pharma,395,23161.65,Sell-in,T004
2024-06-01,OUT00040,Clinic,Canal,P0007,ArthroRelief,Eta Pharma,65,6417.09,Sell-in,T010
2024-06-01,OUT00112,Chain Pharmacy,Canal,P0001,CardioSafe,Alpha Pharma,284,40648.46,Sell-in,T020
2024-06-01,OUT00064,Chain Pharmacy,Giza,P0001,CardioSafe,Alpha Pharma,436,67663.62,Sell-in,T028
2024-06-01,OUT00011,Clinic,Giza,P0003,Respira,Gamma Pharma,646,19610.43,Sell-in,T017
2024-06-01,OUT00093,Chain Pharmacy,Upper Egypt,P0005,Infecto,Epsilon Pharma,107,18409.6,Sell-in,T023
2024-06-01,OUT00013,Hospital,Alexandria,P0004,PainFree,Delta Pharma,227,14394.11,Sell-in,T011
2024-06-01,OUT00059,Chain Pharmacy,Alexandria,P0009,LipiControl,Iota Pharma,110,16456.93,Sell-in,T027
2024-06-01,OUT00022,Independent Pharmacy,Canal,P0009,LipiControl,Iota Pharma,479,47459.53,Sell-in,T007
2024-06-01,OUT00035,Clinic,Cairo,P0004,PainFree,Delta Pharma,606,26396.19,Sell-in,T027
2024-06-01,OUT00002,Independent Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,668,64151.58,Sell-in,T004
2024-06-01,OUT00074,Hospital,Giza,P0010,GastroEase,Kappa Pharma,843,38536.89,Sell-in,T025
2024-06-01,OUT00111,Hospital,Giza,P0008,Dermacare,Theta Pharma,30,4194.44,Sell-in,T025
2024-06-01,OUT00096,Clinic,Cairo,P0004,PainFree,Delta Pharma,259,22151.63,Sell-in,T014
2024-06-01,OUT00026,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,366,57694.5,Sell-in,T007
2024-06-01,OUT00038,Independent Pharmacy,Canal,P0002,GlucoMax,Beta Pharma,458,33788.52,Sell-in,T005
2024-06-01,OUT00052,Clinic,Canal,P0010,GastroEase,Kappa Pharma,153,19222.48,Sell-in,T009
2024-06-01,OUT00046,Hospital,Giza,P0010,GastroEase,Kappa Pharma,890,73571.11,Sell-in,T012
2024-06-01,OUT00031,Independent Pharmacy,Giza,P0003,Respira,Gamma Pharma,188,23424.07,Sell-in,T025
2024-06-01,OUT00004,Hospital,Canal,P0001,CardioSafe,Alpha Pharma,426,19297.39,Sell-in,T014
2024-06-01,OUT00115,Hospital,Cairo,P0008,Dermacare,Theta Pharma,661,55036.25,Sell-in,T029
2024-06-01,OUT00078,Clinic,Delta,P0005,Infecto,Epsilon Pharma,156,18844.75,Sell-in,T024
2024-06-01,OUT00103,Independent Pharmacy,Cairo,P0003,Respira,Gamma Pharma,799,59658.31,Sell-in,T016
2024-06-01,OUT00024,Chain Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,870,81334.16,Sell-in,T019
2024-06-01,OUT00054,Hospital,Alexandria,P0004,PainFree,Delta Pharma,216,20746.11,Sell-in,T029
2024-06-01,OUT00029,Clinic,Cairo,P0007,ArthroRelief,Eta Pharma,136,21783.32,Sell-in,T014
2024-06-01,OUT00063,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,892,115986.18,Sell-in,T008
2024-06-01,OUT00007,Hospital,Alexandria,P0009,LipiControl,Iota Pharma,708,51705.43,Sell-in,T001
2024-06-01,OUT00012,Clinic,Alexandria,P0004,PainFree,Delta Pharma,697,56826.38,Sell-in,T029
2024-06-01,OUT00037,Clinic,Upper Egypt,P0005,Infecto,Epsilon Pharma,334,11302.72,Sell-in,T003
2024-06-01,OUT00102,Independent Pharmacy,Canal,P0003,Respira,Gamma Pharma,550,68916.34,Sell-in,T016
2024-06-01,OUT00023,Hospital,Alexandria,P0010,GastroEase,Kappa Pharma,221,41388.16,Sell-in,T024
2024-06-01,OUT00107,Clinic,Giza,P0004,PainFree,Delta Pharma,290,7990.66,Sell-in,T006
2024-06-01,OUT00092,Independent Pharmacy,Giza,P0002,GlucoMax,Beta Pharma,662,104203.96,Sell-in,T019
2024-06-01,OUT00084,Clinic,Cairo,P0003,Respira,Gamma Pharma,217,18255.62,Sell-in,T009
2024-06-01,OUT00027,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,836,71608.08,Sell-in,T030
2024-06-01,OUT00082,Clinic,Alexandria,P0006,NeuroCalm,Zeta Pharma,569,64362.66,Sell-in,T030
2024-06-01,OUT00008,Clinic,Upper Egypt,P0007,ArthroRelief,Eta Pharma,124,21406.72,Sell-in,T018
2024-06-01,OUT00009,Independent Pharmacy,Cairo,P0003,Respira,Gamma Pharma,765,122955.38,Sell-in,T028
2024-06-01,OUT00077,Clinic,Giza,P0004,PainFree,Delta Pharma,431,36013.48,Sell-in,T004
2024-06-01,OUT00044,Clinic,Giza,P0004,PainFree,Delta Pharma,633,116994.83,Sell-in,T014
2024-06-01,OUT00058,Chain Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,308,43538.46,Sell-in,T020
2024-06-01,OUT00020,Chain Pharmacy,Canal,P0006,NeuroCalm,Zeta Pharma,832,28368.24,Sell-in,T016
2024-06-01,OUT00028,Clinic,Giza,P0010,GastroEase,Kappa Pharma,255,40251.99,Sell-in,T010
2024-06-01,OUT00072,Hospital,Alexandria,P0004,PainFree,Delta Pharma,124,13783.44,Sell-in,T027
2024-06-01,OUT00033,Hospital,Delta,P0008,Dermacare,Theta Pharma,556,14815.91,Sell-in,T004
2024-06-01,OUT00073,Chain Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,447,40629.44,Sell-in,T001
2024-07-01,OUT00056,Chain Pharmacy,Giza,P0008,Dermacare,Theta Pharma,487,52302.68,Sell-in,T001
2024-07-01,OUT00036,Hospital,Upper Egypt,P0010,GastroEase,Kappa Pharma,238,41307.18,Sell-in,T021
2024-07-01,OUT00044,Hospital,Giza,P0002,GlucoMax,Beta Pharma,526,18658.44,Sell-in,T009
2024-07-01,OUT00034,Independent Pharmacy,Alexandria,P0010,GastroEase,Kappa Pharma,211,30607.86,Sell-in,T002
2024-07-01,OUT00064,Clinic,Alexandria,P0008,Dermacare,Theta Pharma,130,14084.32,Sell-in,T026
2024-07-01,OUT00001,Hospital,Delta,P0008,Dermacare,Theta Pharma,717,107281.13,Sell-in,T024
2024-07-01,OUT00071,Independent Pharmacy,Upper Egypt,P0002,GlucoMax,Beta Pharma,80,3302.4,Sell-in,T020
2024-07-01,OUT00062,Independent Pharmacy,Upper Egypt,P0010,GastroEase,Kappa Pharma,186,14363.76,Sell-in,T019
2024-07-01,OUT00104,Chain Pharmacy,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,648,24027.27,Sell-in,T006
2024-07-01,OUT00083,Independent Pharmacy,Cairo,P0002,GlucoMax,Beta Pharma,100,7238.97,Sell-in,T001
2024-07-01,OUT00008,Hospital,Giza,P0001,CardioSafe,Alpha Pharma,547,73180.42,Sell-in,T008
2024-07-01,OUT00015,Chain Pharmacy,Giza,P0006,NeuroCalm,Zeta Pharma,221,27020.2,Sell-in,T002
2024-07-01,OUT00065,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,553,42934.88,Sell-in,T024
2024-07-01,OUT00010,Clinic,Canal,P0003,Respira,Gamma Pharma,179,33272.26,Sell-in,T016
2024-07-01,OUT00119,Chain Pharmacy,Upper Egypt,P0009,LipiControl,Iota Pharma,279,45317.6,Sell-in,T011
2024-07-01,OUT00114,Hospital,Canal,P0010,GastroEase,Kappa Pharma,73,12021.44,Sell-in,T026
2024-07-01,OUT00022,Hospital,Canal,P0002,GlucoMax,Beta Pharma,782,85925.36,Sell-in,T021
2024-07-01,OUT00027,Hospital,Giza,P0004,PainFree,Delta Pharma,86,8649.22,Sell-in,T003
2024-07-01,OUT00060,Clinic,Upper Egypt,P0008,Dermacare,Theta Pharma,212,32002.92,Sell-in,T002
2024-07-01,OUT00033,Independent Pharmacy,Upper Egypt,P0005,Infecto,Epsilon Pharma,384,21721.45,Sell-in,T023
2024-07-01,OUT00029,Chain Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,759,117360.11,Sell-in,T016
2024-07-01,OUT00120,Chain Pharmacy,Upper Egypt,P0007,ArthroRelief,Eta Pharma,751,51161.05,Sell-in,T006
2024-07-01,OUT00081,Chain Pharmacy,Canal,P0006,NeuroCalm,Zeta Pharma,70,4885.01,Sell-in,T018
2024-07-01,OUT00055,Chain Pharmacy,Upper Egypt,P0001,CardioSafe,Alpha Pharma,609,38091.55,Sell-in,T028
2024-07-01,OUT00039,Independent Pharmacy,Canal,P0005,Infecto,Epsilon Pharma,293,51323.28,Sell-in,T002
2024-07-01,OUT00037,Hospital,Canal,P0006,NeuroCalm,Zeta Pharma,454,23037.54,Sell-in,T027
2024-07-01,OUT00110,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,667,85288.72,Sell-in,T004
2024-07-01,OUT00105,Hospital,Giza,P0004,PainFree,Delta Pharma,518,63504.35,Sell-in,T011
2024-07-01,OUT00047,Hospital,Upper Egypt,P0007,ArthroRelief,Eta Pharma,870,68060.59,Sell-in,T003
2024-07-01,OUT00019,Hospital,Giza,P0003,Respira,Gamma Pharma,525,68880.21,Sell-in,T017
2024-07-01,OUT00045,Chain Pharmacy,Upper Egypt,P0003,Respira,Gamma Pharma,875,158552.15,Sell-in,T005
2024-07-01,OUT00077,Clinic,Delta,P0007,ArthroRelief,Eta Pharma,117,18925.72,Sell-in,T020
2024-07-01,OUT00109,Chain Pharmacy,Giza,P0004,PainFree,Delta Pharma,381,55908.82,Sell-in,T002
2024-07-01,OUT00028,Hospital,Cairo,P0002,GlucoMax,Beta Pharma,842,57834.99,Sell-in,T011
2024-07-01,OUT00066,Chain Pharmacy,Canal,P0004,PainFree,Delta Pharma,243,26135.06,Sell-in,T015
2024-07-01,OUT00089,Independent Pharmacy,Cairo,P0005,Infecto,Epsilon Pharma,485,65081.6,Sell-in,T013
2024-07-01,OUT00038,Chain Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,278,48959.8,Sell-in,T020
2024-07-01,OUT00048,Independent Pharmacy,Giza,P0009,LipiControl,Iota Pharma,643,118032.96,Sell-in,T029
2024-07-01,OUT00014,Clinic,Giza,P0009,LipiControl,Iota Pharma,748,96853.84,Sell-in,T013
2024-07-01,OUT00004,Independent Pharmacy,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,352,45994.06,Sell-in,T017
2024-07-01,OUT00069,Clinic,Cairo,P0008,Dermacare,Theta Pharma,228,7550.48,Sell-in,T015
2024-07-01,OUT00084,Clinic,Canal,P0010,GastroEase,Kappa Pharma,278,35279.27,Sell-in,T018
2024-07-01,OUT00003,Chain Pharmacy,Upper Egypt,P0007,ArthroRelief,Eta Pharma,728,60105.67,Sell-in,T027
2024-07-01,OUT00046,Chain Pharmacy,Giza,P0004,PainFree,Delta Pharma,774,50419.95,Sell-in,T024
2024-07-01,OUT00005,Hospital,Alexandria,P0004,PainFree,Delta Pharma,42,5985.23,Sell-in,T023
2024-07-01,OUT00057,Independent Pharmacy,Alexandria,P0002,GlucoMax,Beta Pharma,462,15641.82,Sell-in,T006
2024-07-01,OUT00101,Chain Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,27,2511.83,Sell-in,T016
2024-07-01,OUT00106,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,259,43282.74,Sell-in,T002
2024-07-01,OUT00063,Independent Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,336,27711.8,Sell-in,T027
2024-07-01,OUT00082,Clinic,Canal,P0010,GastroEase,Kappa Pharma,360,26940.72,Sell-in,T026
2024-07-01,OUT00016,Chain Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,277,51779.26,Sell-in,T022
2024-07-01,OUT00096,Chain Pharmacy,Giza,P0003,Respira,Gamma Pharma,821,49604.12,Sell-in,T026
2024-07-01,OUT00051,Clinic,Cairo,P0004,PainFree,Delta Pharma,20,898.86,Sell-in,T002
2024-07-01,OUT00058,Chain Pharmacy,Giza,P0004,PainFree,Delta Pharma,231,20099.06,Sell-in,T021
2024-07-01,OUT00041,Independent Pharmacy,Cairo,P0009,LipiControl,Iota Pharma,564,101577.65,Sell-in,T008
2024-07-01,OUT00108,Independent Pharmacy,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,779,114261.76,Sell-in,T009
2024-07-01,OUT00012,Hospital,Alexandria,P0007,ArthroRelief,Eta Pharma,776,84017.32,Sell-in,T016
2024-07-01,OUT00070,Chain Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,365,33724.63,Sell-in,T007
2024-07-01,OUT00061,Hospital,Alexandria,P0007,ArthroRelief,Eta Pharma,236,29088.01,Sell-in,T004
2024-07-01,OUT00111,Hospital,Giza,P0007,ArthroRelief,Eta Pharma,108,9475.46,Sell-in,T012
2024-07-01,OUT00073,Independent Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,320,42869.36,Sell-in,T024
2024-07-01,OUT00043,Independent Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,644,69112.68,Sell-in,T027
2024-07-01,OUT00102,Hospital,Canal,P0004,PainFree,Delta Pharma,141,4782.17,Sell-in,T016
2024-07-01,OUT00049,Independent Pharmacy,Alexandria,P0007,ArthroRelief,Eta Pharma,798,127715.86,Sell-in,T020
2024-07-01,OUT00052,Chain Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,847,41405.29,Sell-in,T012
2024-07-01,OUT00042,Hospital,Upper Egypt,P0007,ArthroRelief,Eta Pharma,897,92167.73,Sell-in,T027
2024-07-01,OUT00112,Clinic,Cairo,P0004,PainFree,Delta Pharma,564,69206.65,Sell-in,T019
2024-07-01,OUT00059,Hospital,Delta,P0010,GastroEase,Kappa Pharma,817,78629.56,Sell-in,T007
2024-07-01,OUT00092,Independent Pharmacy,Delta,P0009,LipiControl,Iota Pharma,633,88737.94,Sell-in,T012
2024-07-01,OUT00006,Independent Pharmacy,Delta,P0001,CardioSafe,Alpha Pharma,271,9239.65,Sell-in,T018
2024-07-01,OUT00035,Hospital,Alexandria,P0008,Dermacare,Theta Pharma,704,66117.72,Sell-in,T019
2024-07-01,OUT00080,Chain Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,319,42143.41,Sell-in,T014
2024-07-01,OUT00018,Hospital,Alexandria,P0003,Respira,Gamma Pharma,93,9280.28,Sell-in,T013
2024-07-01,OUT00007,Chain Pharmacy,Canal,P0002,GlucoMax,Beta Pharma,212,17533.44,Sell-in,T017
2024-07-01,OUT00053,Clinic,Delta,P0008,Dermacare,Theta Pharma,252,14197.03,Sell-in,T024
2024-07-01,OUT00031,Chain Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,358,61756.78,Sell-in,T004
2024-07-01,OUT00024,Clinic,Canal,P0004,PainFree,Delta Pharma,85,6994.72,Sell-in,T012
2024-07-01,OUT00020,Independent Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,59,3655.86,Sell-in,T028
2024-07-01,OUT00067,Clinic,Giza,P0003,Respira,Gamma Pharma,128,9517.1,Sell-in,T010
2024-07-01,OUT00085,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,672,39507.5,Sell-in,T001
2024-08-01,OUT00023,Independent Pharmacy,Upper Egypt,P0001,CardioSafe,Alpha Pharma,91,8494.34,Sell-in,T028
2024-08-01,OUT00072,Clinic,Giza,P0002,GlucoMax,Beta Pharma,700,114646.96,Sell-in,T021
2024-08-01,OUT00057,Independent Pharmacy,Alexandria,P0001,CardioSafe,Alpha Pharma,271,40968.68,Sell-in,T004
2024-08-01,OUT00114,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,41,5224.97,Sell-in,T020
2024-08-01,OUT00064,Independent Pharmacy,Cairo,P0004,PainFree,Delta Pharma,459,29557.43,Sell-in,T024
2024-08-01,OUT00112,Clinic,Canal,P0001,CardioSafe,Alpha Pharma,620,24616.08,Sell-in,T026
2024-08-01,OUT00051,Chain Pharmacy,Cairo,P0001,CardioSafe,Alpha Pharma,662,18721.23,Sell-in,T030
2024-08-01,OUT00065,Clinic,Delta,P0003,Respira,Gamma Pharma,860,39344.52,Sell-in,T017
2024-08-01,OUT00061,Chain Pharmacy,Giza,P0004,PainFree,Delta Pharma,47,4888.34,Sell-in,T009
2024-08-01,OUT00078,Independent Pharmacy,Upper Egypt,P0009,LipiControl,Iota Pharma,278,26261.51,Sell-in,T018
2024-08-01,OUT00087,Clinic,Upper Egypt,P0002,GlucoMax,Beta Pharma,258,27156.18,Sell-in,T002
2024-08-01,OUT00012,Chain Pharmacy,Canal,P0006,NeuroCalm,Zeta Pharma,316,17024.31,Sell-in,T026
2024-08-01,OUT00079,Hospital,Canal,P0008,Dermacare,Theta Pharma,533,23205.72,Sell-in,T030
2024-08-01,OUT00086,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,858,109333.33,Sell-in,T023
2024-08-01,OUT00038,Clinic,Cairo,P0002,GlucoMax,Beta Pharma,318,14824.6,Sell-in,T007
2024-08-01,OUT00019,Hospital,Upper Egypt,P0004,PainFree,Delta Pharma,486,62778.54,Sell-in,T014
2024-08-01,OUT00039,Independent Pharmacy,Cairo,P0009,LipiControl,Iota Pharma,543,59061.53,Sell-in,T001
2024-08-01,OUT00101,Hospital,Canal,P0002,GlucoMax,Beta Pharma,363,55516.07,Sell-in,T020
2024-08-01,OUT00020,Hospital,Delta,P0004,PainFree,Delta Pharma,550,48086.5,Sell-in,T013
2024-08-01,OUT00049,Clinic,Delta,P0006,NeuroCalm,Zeta Pharma,617,42674.71,Sell-in,T002
2024-08-01,OUT00063,Clinic,Alexandria,P0003,Respira,Gamma Pharma,27,1764.98,Sell-in,T009
2024-08-01,OUT00103,Chain Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,579,16864.18,Sell-in,T018
2024-08-01,OUT00088,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,197,35795.24,Sell-in,T011
2024-08-01,OUT00113,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,804,135660.56,Sell-in,T016
2024-08-01,OUT00006,Hospital,Delta,P0008,Dermacare,Theta Pharma,95,14424.09,Sell-in,T016
2024-08-01,OUT00032,Hospital,Giza,P0007,ArthroRelief,Eta Pharma,179,33916.42,Sell-in,T006
2024-08-01,OUT00109,Clinic,Upper Egypt,P0005,Infecto,Epsilon Pharma,92,16300.33,Sell-in,T001
2024-08-01,OUT00067,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,698,106381.55,Sell-in,T016
2024-08-01,OUT00090,Hospital,Delta,P0009,LipiControl,Iota Pharma,477,16447.49,Sell-in,T014
2024-08-01,OUT00013,Clinic,Delta,P0005,Infecto,Epsilon Pharma,225,14814.18,Sell-in,T025
2024-08-01,OUT00037,Clinic,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,649,74019.0,Sell-in,T019
2024-08-01,OUT00031,Clinic,Alexandria,P0003,Respira,Gamma Pharma,81,2234.22,Sell-in,T024
2024-08-01,OUT00120,Independent Pharmacy,Upper Egypt,P0001,CardioSafe,Alpha Pharma,367,51686.34,Sell-in,T021
2024-08-01,OUT00027,Chain Pharmacy,Giza,P0009,LipiControl,Iota Pharma,270,27707.51,Sell-in,T017
2024-08-01,OUT00118,Hospital,Giza,P0005,Infecto,Epsilon Pharma,183,14630.64,Sell-in,T013
2024-08-01,OUT00041,Independent Pharmacy,Giza,P0004,PainFree,Delta Pharma,667,24937.36,Sell-in,T004
2024-08-01,OUT00021,Hospital,Cairo,P0003,Respira,Gamma Pharma,373,41121.86,Sell-in,T007
2024-08-01,OUT00105,Hospital,Canal,P0003,Respira,Gamma Pharma,499,70856.21,Sell-in,T009
2024-08-01,OUT00029,Chain Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,512,88409.23,Sell-in,T021
2024-08-01,OUT00073,Chain Pharmacy,Giza,P0006,NeuroCalm,Zeta Pharma,623,103911.55,Sell-in,T003
2024-08-01,OUT00084,Hospital,Upper Egypt,P0006,NeuroCalm,Zeta Pharma,418,14759.35,Sell-in,T024
2024-08-01,OUT00104,Independent Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,131,4588.99,Sell-in,T016
2024-08-01,OUT00074,Independent Pharmacy,Upper Egypt,P0009,LipiControl,Iota Pharma,261,26888.59,Sell-in,T020
2024-08-01,OUT00033,Hospital,Canal,P0009,LipiControl,Iota Pharma,588,105763.4,Sell-in,T024
2024-08-01,OUT00005,Hospital,Delta,P0007,ArthroRelief,Eta Pharma,617,85189.0,Sell-in,T010
2024-08-01,OUT00034,Clinic,Upper Egypt,P0007,ArthroRelief,Eta Pharma,409,45427.93,Sell-in,T026
2024-08-01,OUT00081,Independent Pharmacy,Alexandria,P0003,Respira,Gamma Pharma,611,40904.41,Sell-in,T022
2024-08-01,OUT00066,Chain Pharmacy,Cairo,P0006,NeuroCalm,Zeta Pharma,375,65061.36,Sell-in,T023
2024-08-01,OUT00042,Chain Pharmacy,Cairo,P0002,GlucoMax,Beta Pharma,783,102820.03,Sell-in,T020
2024-08-01,OUT00108,Independent Pharmacy,Canal,P0010,GastroEase,Kappa Pharma,619,50692.57,Sell-in,T013
2024-08-01,OUT00082,Independent Pharmacy,Giza,P0004,PainFree,Delta Pharma,797,48024.85,Sell-in,T019
2024-08-01,OUT00009,Clinic,Delta,P0007,ArthroRelief,Eta Pharma,636,91408.85,Sell-in,T018
2024-08-01,OUT00116,Independent Pharmacy,Delta,P0006,NeuroCalm,Zeta Pharma,67,5946.05,Sell-in,T013
2024-08-01,OUT00097,Chain Pharmacy,Delta,P0005,Infecto,Epsilon Pharma,558,58817.66,Sell-in,T005
2024-08-01,OUT00106,Chain Pharmacy,Alexandria,P0004,PainFree,Delta Pharma,756,70793.39,Sell-in,T019
2024-08-01,OUT00056,Independent Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,525,51640.07,Sell-in,T004
2024-08-01,OUT00098,Chain Pharmacy,Cairo,P0008,Dermacare,Theta Pharma,384,36962.71,Sell-in,T024
2024-08-01,OUT00047,Clinic,Cairo,P0008,Dermacare,Theta Pharma,427,38351.37,Sell-in,T005
2024-08-01,OUT00008,Clinic,Cairo,P0003,Respira,Gamma Pharma,490,49827.71,Sell-in,T012
2024-08-01,OUT00110,Hospital,Delta,P0010,GastroEase,Kappa Pharma,499,68180.51,Sell-in,T014
2024-08-01,OUT00089,Independent Pharmacy,Delta,P0002,GlucoMax,Beta Pharma,225,21542.35,Sell-in,T024
2024-08-01,OUT00092,Clinic,Upper Egypt,P0010,GastroEase,Kappa Pharma,671,95780.91,Sell-in,T030
2024-08-01,OUT00007,Independent Pharmacy,Delta,P0008,Dermacare,Theta Pharma,27,4605.01,Sell-in,T018
2024-08-01,OUT00046,Independent Pharmacy,Cairo,P0007,ArthroRelief,Eta Pharma,272,13503.1,Sell-in,T007
2024-08-01,OUT00016,Hospital,Delta,P0010,GastroEase,Kappa Pharma,192,8374.95,Sell-in,T017
2024-08-01,OUT00083,Independent Pharmacy,Upper Egypt,P0009,LipiControl,Iota Pharma,892,143696.78,Sell-in,T006
2024-08-01,OUT00043,Independent Pharmacy,Giza,P0008,Dermacare,Theta Pharma,635,72908.1,Sell-in,T016
2024-08-01,OUT00022,Hospital,Alexandria,P0008,Dermacare,Theta Pharma,59,4962.38,Sell-in,T010
2024-08-01,OUT00077,Clinic,Alexandria,P0008,Dermacare,Theta Pharma,298,39784.13,Sell-in,T003
2024-08-01,OUT00102,Chain Pharmacy,Upper Egypt,P0008,Dermacare,Theta Pharma,801,36524.06,Sell-in,T002
2024-08-01,OUT00060,Chain Pharmacy,Upper Egypt,P0004,PainFree,Delta Pharma,390,52610.06,Sell-in,T006
2024-08-01,OUT00003,Hospital,Alexandria,P0004,PainFree,Delta Pharma,180,13917.97,Sell-in,T010
2024-08-01,OUT00071,Clinic,Giza,P0007,ArthroRelief,Eta Pharma,196,6228.49,Sell-in,T016
2024-08-01,OUT00001,Hospital,Delta,P0008,Dermacare,Theta Pharma,492,19128.15,Sell-in,T030
2024-08-01,OUT00068,Clinic,Giza,P0004,PainFree,Delta Pharma,470,18707.37,Sell-in,T028
2024-08-01,OUT00040,Chain Pharmacy,Upper Egypt,P0001,CardioSafe,Alpha Pharma,806,140429.57,Sell-in,T017
2024-08-01,OUT00117,Clinic,Giza,P0004,PainFree,Delta Pharma,450,55553.35,Sell-in,T026
2024-08-01,OUT00111,Hospital,Cairo,P0004,PainFree,Delta Pharma,546,37770.11,Sell-in,T009
2024-08-01,OUT00036,Chain Pharmacy,Alexandria,P0008,Dermacare,Theta Pharma,730,94409.06,Sell-in,T013
2024-08-01,OUT00024,Hospital,Canal,P0010,GastroEase,Kappa Pharma,785,130421.03,Sell-in,T028
2024-09-01,OUT00024,Hospital,Alexandria,P0006,NeuroCalm,Zeta Pharma,748,81673.65,Sell-in,T005
2024-09-01,OUT00055,Clinic,Canal,P0002,GlucoMax,Beta Pharma,678,18807.49,Sell-in,T018
2024-09-01,OUT00002,Clinic,Canal,P0006,NeuroCalm,Zeta Pharma,629,38120.8,Sell-in,T009
2024-09-01,OUT00088,Hospital,Delta,P0008,Dermacare,Theta Pharma,179,31909.77,Sell-in,T025
2024-09-01,OUT00066,Chain Pharmacy,Canal,P0005,Infecto,Epsilon Pharma,469,12955.14,Sell-in,T007
2024-09-01,OUT00051,Chain Pharmacy,Delta,P0007,ArthroRelief,Eta Pharma,650,34824.62,Sell-in,T020
2024-09-01,OUT00049,Clinic,Canal,P0009,LipiControl,Iota Pharma,410,60777.83,Sell-in,T016
2024-09-01,OUT00069,Hospital,Upper Egypt,P0001,CardioSafe,Alpha Pharma,245,36815.38,Sell-in,T020
2024-09-01,OUT00015,Clinic,Cairo,P0005,Infecto,Epsilon Pharma,801,98627.2,Sell-in,T022
2024-09-01,OUT00090,Chain Pharmacy,Delta,P0008,Dermacare,Theta Pharma,404,36016.97,Sell-in,T027
2024-09-01,OUT00075,Independent Pharmacy,Alexandria,P0010,GastroEase,Kappa Pharma,663,62664.96,Sell-in,T009
2024-09-01,OUT00059,Hospital,Cairo,P0007,ArthroRelief,Eta Pharma,63,3684.66,Sell-in,T001
2024-09-01,OUT00086,Hospital,Giza,P0008,Dermacare,Theta Pharma,196,7761.01,Sell-in,T023
