Date,Country,Region,Therapeutic_Area,Product_ID,Brand,Manufacturer,Sales_Value,Sales_Units,Market_Share_%
2024-07-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,966779.72,4627,100.0
2024-07-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1227378.12,6354,100.0
2024-07-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,500394.29,2442,100.0
2024-07-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,686637.24,6618,100.0
2024-07-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,158475.83,1596,100.0
2024-07-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,74110.03,1224,100.0
2024-07-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,1582514.4,7996,100.0
2024-07-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,158906.67,817,100.0
2024-07-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,568549.41,2885,100.0
2024-07-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,451414.28,6921,100.0
2024-07-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,133968.09,1408,100.0
2024-07-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,126969.42,3776,100.0
2024-07-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,504512.97,5878,100.0
2024-07-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,268517.37,5648,100.0
2024-07-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,347978.99,4135,100.0
2024-07-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,256444.81,1564,100.0
2024-07-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,455280.13,3087,100.0
2024-07-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,1226659.93,7999,100.0
2024-07-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,361675.05,2123,100.0
2024-07-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,187342.66,2478,100.0
2024-07-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,396104.32,2547,100.0
2024-07-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,902953.86,4623,100.0
2024-07-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,234839.28,4414,100.0
2024-07-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,831323.01,4663,100.0
2024-07-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,175412.67,2860,100.0
2024-07-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,1281856.79,6074,100.0
2024-07-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,906992.57,4695,100.0
2024-07-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,1102186.47,8112,100.0
2024-07-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,940761.88,4937,100.0
2024-07-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,1157111.98,5867,100.0
2024-07-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1147055.22,6223,100.0
2024-07-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,792060.47,6611,100.0
2024-07-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,251241.73,6186,100.0
2024-07-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,602710.29,6693,100.0
2024-07-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,537352.87,8009,100.0
2024-07-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,1832380.33,8491,100.0
2024-07-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,782427.99,4191,100.0
2024-07-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,147239.35,4215,100.0
2024-07-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,239467.33,6111,100.0
2024-07-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,1471159.99,8487,100.0
2024-07-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,154475.34,1852,100.0
2024-07-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,251424.09,6115,100.0
2024-07-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,66634.17,1814,100.0
2024-07-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,773099.32,5133,100.0
2024-07-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,199928.06,5585,100.0
2024-07-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,328439.7,1759,100.0
2024-07-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,241776.51,5026,100.0
2024-07-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,526027.78,4005,100.0
2024-07-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,286716.26,8657,100.0
2024-07-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,415964.63,6437,100.0
2024-07-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1236816.96,7695,100.0
2024-07-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,249258.88,1634,100.0
2024-07-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,1067384.09,5442,100.0
2024-07-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,370961.88,5810,100.0
2024-08-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,647487.75,5372,100.0
2024-08-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,892867.34,8206,100.0
2024-08-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,71991.91,1126,100.0
2024-08-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,210552.79,3005,100.0
2024-08-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,1142505.18,5774,100.0
2024-08-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,338693.45,1592,100.0
2024-08-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,502406.99,4417,100.0
2024-08-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,540365.56,5803,100.0
2024-08-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,643283.7,7225,100.0
2024-08-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,320137.94,3889,100.0
2024-08-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,517256.09,7532,100.0
2024-08-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,1048825.5,5980,100.0
2024-08-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,360478.03,2896,100.0
2024-08-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,1245775.86,6978,100.0
2024-08-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,134717.37,1261,100.0
2024-08-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,1053217.44,6485,100.0
2024-08-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1363101.23,6712,100.0
2024-08-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1591290.63,8088,100.0
2024-08-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,860133.24,8492,100.0
2024-08-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,391777.13,7534,100.0
2024-08-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,745106.69,6000,100.0
2024-08-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,101346.96,3167,100.0
2024-08-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,303741.59,4263,100.0
2024-08-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,174478.0,4403,100.0
2024-08-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,1020411.41,7127,100.0
2024-08-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,876302.84,6969,100.0
2024-08-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,223109.38,1188,100.0
2024-08-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,984718.95,7969,100.0
2024-08-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,1199770.97,7285,100.0
2024-08-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,714761.25,8466,100.0
2024-08-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,175065.18,1675,100.0
2024-08-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,125057.71,2190,100.0
2024-08-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,201053.48,1128,100.0
2024-08-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,306199.94,3102,100.0
2024-08-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,50120.94,945,100.0
2024-08-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,1438009.98,7519,100.0
2024-08-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,968528.39,6430,100.0
2024-08-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,841759.12,4362,100.0
2024-08-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,843392.01,6670,100.0
2024-08-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,388422.77,2613,100.0
2024-08-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,1467126.5,6825,100.0
2024-08-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,284476.88,5837,100.0
2024-08-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,452307.21,4807,100.0
2024-08-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,614424.91,2911,100.0
2024-08-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,285866.63,5327,100.0
2024-08-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,230180.92,2770,100.0
2024-08-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1000044.81,4657,100.0
2024-08-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1285404.09,8580,100.0
2024-08-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,1089706.26,7348,100.0
2024-08-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,261132.91,1319,100.0
2024-08-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,367725.93,7539,100.0
2024-08-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,78812.14,1404,100.0
2024-08-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,499911.98,8901,100.0
2024-08-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,1506545.32,7016,100.0
2024-08-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,547243.56,3860,100.0
2024-08-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,178397.38,1403,100.0
2024-08-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,113369.91,2078,100.0
2024-08-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,706787.68,4009,100.0
2024-08-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,686769.78,7693,100.0
2024-08-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,1334613.36,7444,100.0
2024-09-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,584772.74,3209,100.0
2024-09-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,154632.32,4943,100.0
2024-09-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,321398.06,2690,100.0
2024-09-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,550436.04,3446,100.0
2024-09-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,520771.59,6745,100.0
2024-09-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,428620.96,2576,100.0
2024-09-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1556297.09,8229,100.0
2024-09-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,860858.94,4918,100.0
2024-09-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,69091.04,1304,100.0
2024-09-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,504541.73,4649,100.0
2024-09-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,393341.97,2641,100.0
2024-09-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,463585.98,7266,100.0
2024-09-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,213236.98,5929,100.0
2024-09-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,1089839.8,6929,100.0
2024-09-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,366660.16,2504,100.0
2024-09-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,130958.69,2949,100.0
2024-09-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,811484.99,6204,100.0
2024-09-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,382624.46,3520,100.0
2024-09-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,260537.45,1916,100.0
2024-09-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,1222007.3,8381,100.0
2024-09-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,1425782.53,8680,100.0
2024-09-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,631435.96,3247,100.0
2024-09-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,343202.66,7110,100.0
2024-09-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,1093516.62,5677,100.0
2024-09-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,813076.37,6456,100.0
2024-09-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,212331.82,4852,100.0
2024-09-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,425609.81,8159,100.0
2024-09-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1893897.35,8819,100.0
2024-09-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,163153.59,1381,100.0
2024-09-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,1609097.8,8469,100.0
2024-09-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,1366575.63,7958,100.0
2024-09-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,1180371.33,8194,100.0
2024-09-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,291054.35,7968,100.0
2024-09-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,561978.87,3430,100.0
2024-09-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,200385.17,3907,100.0
2024-09-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,1176546.42,5662,100.0
2024-09-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,859982.02,4634,100.0
2024-09-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1025925.4,5978,100.0
2024-09-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,1254066.64,8027,100.0
2024-09-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,159941.31,1846,100.0
2024-09-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,442531.72,8818,100.0
2024-09-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,118104.91,2331,100.0
2024-09-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,553216.37,5817,100.0
2024-09-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,754360.84,5086,100.0
2024-09-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,1349035.0,7001,100.0
2024-09-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,1032197.85,6976,100.0
2024-09-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,1673731.89,8975,100.0
2024-09-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,613404.46,5173,100.0
2024-09-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,619117.68,4507,100.0
2024-09-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,1820256.14,8995,100.0
2024-09-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,620727.88,7029,100.0
2024-09-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,224949.71,1864,100.0
2024-09-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,307196.63,4325,100.0
2024-09-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,436273.07,5129,100.0
2024-09-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,789148.81,3951,100.0
2024-09-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,1070966.05,6413,100.0
2024-09-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,689096.85,7588,100.0
2024-09-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,354810.79,2753,100.0
2024-09-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,1070006.46,6441,100.0
2024-09-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,842071.37,5709,100.0
2024-10-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,1326855.38,7751,100.0
2024-10-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,122561.19,1450,100.0
2024-10-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,1625135.94,7395,100.0
2024-10-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,352551.77,8596,100.0
2024-10-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,997245.88,8403,100.0
2024-10-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,314657.05,5650,100.0
2024-10-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,260930.63,4356,100.0
2024-10-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,710918.89,3946,100.0
2024-10-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,1117005.79,5423,100.0
2024-10-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,1036369.42,5042,100.0
2024-10-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,1327368.45,6683,100.0
2024-10-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,926266.92,8466,100.0
2024-10-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,1154340.96,8817,100.0
2024-10-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,1217586.71,6605,100.0
2024-10-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,156271.86,1468,100.0
2024-10-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,228103.24,3261,100.0
2024-10-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,194456.6,1616,100.0
2024-10-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1386519.67,7391,100.0
2024-10-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,1346406.77,7291,100.0
2024-10-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,753776.33,7483,100.0
2024-10-01,Egypt,Canal,Anti-infective,P0005,Infecto,Epsilon Pharma,271016.52,3114,100.0
2024-10-01,Egypt,Canal,CNS,P0006,NeuroCalm,Zeta Pharma,213167.79,1782,100.0
2024-10-01,Egypt,Canal,Cardiology,P0001,CardioSafe,Alpha Pharma,1533934.34,7240,100.0
2024-10-01,Egypt,Canal,Cardiovascular,P0009,LipiControl,Iota Pharma,970337.97,6749,100.0
2024-10-01,Egypt,Canal,Dermatology,P0008,Dermacare,Theta Pharma,377564.14,1738,100.0
2024-10-01,Egypt,Canal,Diabetes,P0002,GlucoMax,Beta Pharma,1389038.02,6966,100.0
2024-10-01,Egypt,Canal,Gastrointestinal,P0010,GastroEase,Kappa Pharma,130703.29,2386,100.0
2024-10-01,Egypt,Canal,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,1051469.98,6950,100.0
2024-10-01,Egypt,Canal,Pain,P0004,PainFree,Delta Pharma,462725.54,6894,100.0
2024-10-01,Egypt,Canal,Respiratory,P0003,Respira,Gamma Pharma,240713.24,1781,100.0
2024-10-01,Egypt,Delta,Anti-infective,P0005,Infecto,Epsilon Pharma,569278.52,4657,100.0
2024-10-01,Egypt,Delta,CNS,P0006,NeuroCalm,Zeta Pharma,265717.44,2499,100.0
2024-10-01,Egypt,Delta,Cardiology,P0001,CardioSafe,Alpha Pharma,1067169.18,7703,100.0
2024-10-01,Egypt,Delta,Cardiovascular,P0009,LipiControl,Iota Pharma,173599.16,2057,100.0
2024-10-01,Egypt,Delta,Dermatology,P0008,Dermacare,Theta Pharma,223141.37,2860,100.0
2024-10-01,Egypt,Delta,Diabetes,P0002,GlucoMax,Beta Pharma,320831.24,5389,100.0
2024-10-01,Egypt,Delta,Gastrointestinal,P0010,GastroEase,Kappa Pharma,100226.81,2832,100.0
2024-10-01,Egypt,Delta,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,33336.17,1030,100.0
2024-10-01,Egypt,Delta,Pain,P0004,PainFree,Delta Pharma,213576.69,1900,100.0
2024-10-01,Egypt,Delta,Respiratory,P0003,Respira,Gamma Pharma,586958.52,3062,100.0
2024-10-01,Egypt,Giza,Anti-infective,P0005,Infecto,Epsilon Pharma,293899.99,8643,100.0
2024-10-01,Egypt,Giza,CNS,P0006,NeuroCalm,Zeta Pharma,809299.56,4317,100.0
2024-10-01,Egypt,Giza,Cardiology,P0001,CardioSafe,Alpha Pharma,379992.77,1840,100.0
2024-10-01,Egypt,Giza,Cardiovascular,P0009,LipiControl,Iota Pharma,483486.14,2545,100.0
2024-10-01,Egypt,Giza,Dermatology,P0008,Dermacare,Theta Pharma,1026823.47,8420,100.0
2024-10-01,Egypt,Giza,Diabetes,P0002,GlucoMax,Beta Pharma,974490.43,5310,100.0
2024-10-01,Egypt,Giza,Gastrointestinal,P0010,GastroEase,Kappa Pharma,159016.6,2153,100.0
2024-10-01,Egypt,Giza,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,531202.02,4087,100.0
2024-10-01,Egypt,Giza,Pain,P0004,PainFree,Delta Pharma,1520805.22,7779,100.0
2024-10-01,Egypt,Giza,Respiratory,P0003,Respira,Gamma Pharma,360399.81,8520,100.0
2024-10-01,Egypt,Upper Egypt,Anti-infective,P0005,Infecto,Epsilon Pharma,362504.54,1710,100.0
2024-10-01,Egypt,Upper Egypt,CNS,P0006,NeuroCalm,Zeta Pharma,198318.11,3374,100.0
2024-10-01,Egypt,Upper Egypt,Cardiology,P0001,CardioSafe,Alpha Pharma,477002.36,2386,100.0
2024-10-01,Egypt,Upper Egypt,Cardiovascular,P0009,LipiControl,Iota Pharma,162193.95,3151,100.0
2024-10-01,Egypt,Upper Egypt,Dermatology,P0008,Dermacare,Theta Pharma,889376.56,6175,100.0
2024-10-01,Egypt,Upper Egypt,Diabetes,P0002,GlucoMax,Beta Pharma,52288.0,1565,100.0
2024-10-01,Egypt,Upper Egypt,Gastrointestinal,P0010,GastroEase,Kappa Pharma,334644.39,2395,100.0
2024-10-01,Egypt,Upper Egypt,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,51665.77,990,100.0
2024-10-01,Egypt,Upper Egypt,Pain,P0004,PainFree,Delta Pharma,734428.37,6637,100.0
2024-10-01,Egypt,Upper Egypt,Respiratory,P0003,Respira,Gamma Pharma,1346084.57,7696,100.0
2024-11-01,Egypt,Alexandria,Anti-infective,P0005,Infecto,Epsilon Pharma,1544555.18,8639,100.0
2024-11-01,Egypt,Alexandria,CNS,P0006,NeuroCalm,Zeta Pharma,1069477.39,4957,100.0
2024-11-01,Egypt,Alexandria,Cardiology,P0001,CardioSafe,Alpha Pharma,267839.93,3680,100.0
2024-11-01,Egypt,Alexandria,Cardiovascular,P0009,LipiControl,Iota Pharma,231849.9,1431,100.0
2024-11-01,Egypt,Alexandria,Dermatology,P0008,Dermacare,Theta Pharma,184202.24,879,100.0
2024-11-01,Egypt,Alexandria,Diabetes,P0002,GlucoMax,Beta Pharma,64693.63,1517,100.0
2024-11-01,Egypt,Alexandria,Gastrointestinal,P0010,GastroEase,Kappa Pharma,252669.79,2013,100.0
2024-11-01,Egypt,Alexandria,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,342599.07,4567,100.0
2024-11-01,Egypt,Alexandria,Pain,P0004,PainFree,Delta Pharma,1687517.04,8923,100.0
2024-11-01,Egypt,Alexandria,Respiratory,P0003,Respira,Gamma Pharma,1728510.44,7999,100.0
2024-11-01,Egypt,Cairo,Anti-infective,P0005,Infecto,Epsilon Pharma,587558.23,5821,100.0
2024-11-01,Egypt,Cairo,CNS,P0006,NeuroCalm,Zeta Pharma,134024.75,930,100.0
2024-11-01,Egypt,Cairo,Cardiology,P0001,CardioSafe,Alpha Pharma,140579.69,3135,100.0
2024-11-01,Egypt,Cairo,Cardiovascular,P0009,LipiControl,Iota Pharma,520931.42,8101,100.0
2024-11-01,Egypt,Cairo,Dermatology,P0008,Dermacare,Theta Pharma,868488.1,8878,100.0
2024-11-01,Egypt,Cairo,Diabetes,P0002,GlucoMax,Beta Pharma,972936.44,4765,100.0
2024-11-01,Egypt,Cairo,Gastrointestinal,P0010,GastroEase,Kappa Pharma,156550.64,1972,100.0
2024-11-01,Egypt,Cairo,Musculoskeletal,P0007,ArthroRelief,Eta Pharma,284217.08,1959,100.0
2024-11-01,Egypt,Cairo,Pain,P0004,PainFree,Delta Pharma,1060211.16,5217,100.0
2024-11-01,Egypt,Cairo,Respiratory,P0003,Respira,Gamma Pharma,1056163.67,6564,100.0
