Date,Country,Region,Product_ID,Brand,Molecule,Manufacturer,ATC_Code,Therapeutic_Area,Dosage_Form,Strength,Pack_Size,Units,Standard_Units,Sales_Value,Channel,Currency,Market_Share_%,Value_Growth_%
2024-06-01,Egypt,Alexandria,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,3026,4642.0,263268.46,Hospital,EGP,4.175726856309717,-54.64488253047167
2024-06-01,Egypt,Delta,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,8003,10675.0,256363.91,Hospital,EGP,6.65341697658592,-31.629723473705383
2024-06-01,Egypt,Upper Egypt,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,6069,8064.0,281564.39,Hospital,EGP,4.295892199674558,-56.468671421406356
2024-06-01,Egypt,Canal,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,1085,1466.0,65760.2,Chain Pharmacy,EGP,1.295187233595706,-95.35031488015905
2024-06-01,Egypt,Cairo,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,1240,1678.0,67597.02,Chain Pharmacy,EGP,0.7424999981711288,-95.3700305909263
2024-06-01,Egypt,Giza,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,8472,12437.0,1444066.82,Hospital,EGP,14.136142139121876,136.85873649026598
2024-06-01,Egypt,Alexandria,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,5545,7640.0,1082051.07,Chain Pharmacy,EGP,17.16251811135168,7.628146945233616
2024-06-01,Egypt,Delta,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,3254,6195.0,331669.73,Hospital,EGP,8.607830221506873,-59.917839419569916
2024-06-01,Egypt,Upper Egypt,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,3362,5428.0,177565.5,Hospital,EGP,2.709157384502041,-87.68668891930291
2024-06-01,Egypt,Canal,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,1896,3840.0,357833.11,Chain Pharmacy,EGP,7.047741275571667,-9.226869161142604
2024-06-01,Egypt,Cairo,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,6170,9864.0,1106262.46,Hospital,EGP,12.151421387019552,8.783601905098259
2024-06-01,Egypt,Giza,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,7191,12140.0,1173781.59,Independent Pharmacy,EGP,11.490287822363012,170.27499887805794
2024-06-01,Egypt,Alexandria,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,7235,14217.0,1065638.69,Hospital,EGP,16.902199743014048,392.775450944149
2024-06-01,Egypt,Delta,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,6625,11201.0,638690.65,Hospital,EGP,16.57594945207653,-39.853313579090624
2024-06-01,Egypt,Upper Egypt,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,4562,7776.0,169406.34,Hospital,EGP,2.5846712170577253,-85.41346136103792
2024-06-01,Egypt,Canal,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,4305,6745.0,558045.98,Chain Pharmacy,EGP,10.991055821840638,96.43301406446574
2024-06-01,Egypt,Cairo,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,6807,9399.0,1186799.96,Hospital,EGP,13.036062360877679,51.15647186619814
2024-06-01,Egypt,Giza,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,8128,14324.0,1262248.11,Hospital,EGP,12.35629712605539,60.785630913442624
2024-06-01,Egypt,Alexandria,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,6396,8970.0,531374.99,Hospital,EGP,8.428190815239727,-36.646037149488784
2024-06-01,Egypt,Delta,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,4051,6256.0,553834.06,Hospital,EGP,14.373664908666376,-3.5040124128930317
2024-06-01,Egypt,Upper Egypt,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,7864,11455.0,1263633.24,Independent Pharmacy,EGP,19.279540921227603,324.48934042790125
2024-06-01,Egypt,Canal,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,4953,6734.0,910474.44,Chain Pharmacy,EGP,17.932349220397743,179.846855387406
2024-06-01,Egypt,Cairo,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,8282,12426.0,1478089.65,Independent Pharmacy,EGP,16.235650068919668,487.61252365662847
2024-06-01,Egypt,Giza,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,6356,13000.0,883776.34,Hospital,EGP,8.651391880489923,216.82492204815625
2024-06-01,Egypt,Alexandria,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,3653,5067.0,208326.91,Independent Pharmacy,EGP,3.3042935449959225,-53.97808199326263
2024-06-01,Egypt,Delta,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,1393,2614.0,85838.93,Chain Pharmacy,EGP,2.2277792303681525,-85.6032877106948
2024-06-01,Egypt,Upper Egypt,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,4894,10447.0,773582.23,Independent Pharmacy,EGP,11.802720747690607,223.09704064128718
2024-06-01,Egypt,Canal,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,996,1864.0,178044.84,Independent Pharmacy,EGP,3.506701679368221,-84.15345771694238
2024-06-01,Egypt,Cairo,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,1898,3693.0,275731.0,Hospital,EGP,3.02868775865746,103.50822912612676
2024-06-01,Egypt,Giza,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,5458,7932.0,971502.53,Independent Pharmacy,EGP,9.510154005613476,78.64853936396763
2024-06-01,Egypt,Alexandria,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,938,1941.0,84918.56,Independent Pharmacy,EGP,1.3469016060303922,-78.41431766086747
2024-06-01,Egypt,Delta,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,6918,13113.0,349983.87,Independent Pharmacy,EGP,9.083137412708519,409.0832195964762
2024-06-01,Egypt,Upper Egypt,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,8733,13424.0,1481582.7,Independent Pharmacy,EGP,22.60484560601847,197.96903454994919
2024-06-01,Egypt,Canal,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,6164,11903.0,1341502.34,Independent Pharmacy,EGP,26.421706512552674,326.21681590954194
2024-06-01,Egypt,Cairo,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,6137,10322.0,420653.21,Hospital,EGP,4.620544036640661,142.98072371485898
2024-06-01,Egypt,Giza,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,4484,6300.0,870638.41,Chain Pharmacy,EGP,8.522783118539536,80.34554554658231
2024-06-01,Egypt,Alexandria,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,4295,8954.0,684739.8,Hospital,EGP,10.860725103357023,113.9057322529478
2024-06-01,Egypt,Delta,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,3653,5466.0,160071.47,Independent Pharmacy,EGP,4.154337620943071,74.19921821649802
2024-06-01,Egypt,Upper Egypt,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,7976,16051.0,688068.87,Hospital,EGP,10.49802388530697,-36.50815854016452
2024-06-01,Egypt,Canal,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,1843,3129.0,207558.92,Independent Pharmacy,EGP,4.087999479972878,13.330860236812292
2024-06-01,Egypt,Cairo,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,4799,6894.0,148583.9,Independent Pharmacy,EGP,1.632077057217303,-55.23045541134578
2024-06-01,Egypt,Giza,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,7828,12571.0,630018.95,Chain Pharmacy,EGP,6.167330558526591,60.41106517891151
2024-06-01,Egypt,Alexandria,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,3843,5823.0,807066.6,Hospital,EGP,12.8009624717316,244.74432589977252
2024-06-01,Egypt,Delta,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,5041,10486.0,773449.89,Hospital,EGP,20.073358331383353,-14.684435058989465
2024-06-01,Egypt,Upper Egypt,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,1346,2671.0,255176.26,Hospital,EGP,3.8932824739525014,-74.17320479204899
2024-06-01,Egypt,Canal,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,8969,17447.0,1049646.91,Independent Pharmacy,EGP,20.673435871776256,92.83330208689178
2024-06-01,Egypt,Cairo,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,8090,17623.0,1555357.53,Hospital,EGP,17.08437684354209,59.81554948909826
2024-06-01,Egypt,Giza,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,2569,4308.0,529934.8,Independent Pharmacy,EGP,5.187594890703966,57.86602270059065
2024-06-01,Egypt,Alexandria,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,6510,10465.0,1165470.7,Chain Pharmacy,EGP,18.485645041688947,138.513598277338
2024-06-01,Egypt,Delta,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,7052,9280.0,221810.48,Independent Pharmacy,EGP,5.756651212008241,35.79409005269578
2024-06-01,Egypt,Upper Egypt,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,5228,11262.0,1117699.78,Independent Pharmacy,EGP,17.053000794880237,824.3361454869157
2024-06-01,Egypt,Canal,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,1058,2305.0,221959.87,Chain Pharmacy,EGP,4.371634970613875,-85.82512562965543
2024-07-01,Egypt,Cairo,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,7996,12326.0,1582514.4,Hospital,EGP,39.288445237843966,18.073783975692635
2024-07-01,Egypt,Giza,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,4191,7331.0,782427.99,Independent Pharmacy,EGP,12.507519469430056,-43.19339289609566
2024-07-01,Egypt,Alexandria,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,2396,4990.0,488768.42,Hospital,EGP,6.76280544713148,18.668262802894333
2024-07-01,Egypt,Delta,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,4695,7363.0,906992.57,Hospital,EGP,10.852581516516436,88.40587486319949
2024-07-01,Egypt,Upper Egypt,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,5026,9499.0,241776.51,Independent Pharmacy,EGP,4.9108880222457625,-30.120592418758086
2024-07-01,Egypt,Canal,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,3087,5316.0,455280.13,Hospital,EGP,8.754373560950263,144.1873866266467
2024-07-01,Egypt,Cairo,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,6921,9964.0,451414.28,Independent Pharmacy,EGP,11.20707983406708,-70.39178697563318
2024-07-01,Egypt,Giza,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,8487,15651.0,1471159.99,Independent Pharmacy,EGP,23.517259674684603,37.22197360375128
2024-07-01,Egypt,Alexandria,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,847,1707.0,158687.96,Independent Pharmacy,EGP,2.1956733626165583,-39.72390008282801
2024-07-01,Egypt,Delta,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,5867,11729.0,1157111.98,Hospital,EGP,13.845374815680945,351.355255113717
2024-07-01,Egypt,Upper Egypt,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,6437,12954.0,415964.63,Hospital,EGP,8.448942038020526,47.7333941270059
2024-07-01,Egypt,Canal,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,2478,4106.0,187342.66,Hospital,EGP,3.602326395272498,184.8876067895171
2024-07-01,Egypt,Cairo,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,5648,9890.0,268517.37,Hospital,EGP,6.66637219013924,297.2325555179799
2024-07-01,Egypt,Giza,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,5133,8597.0,773099.32,Independent Pharmacy,EGP,12.35839581442266,-46.46374327747521
2024-07-01,Egypt,Alexandria,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,6618,10858.0,686637.24,Independent Pharmacy,EGP,9.500601669140828,-36.54299145048672
2024-07-01,Egypt,Delta,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,6693,11069.0,602710.29,Independent Pharmacy,EGP,7.2117046703792305,81.72001707843523
2024-07-01,Egypt,Upper Egypt,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,5810,11591.0,370961.88,Independent Pharmacy,EGP,7.534860409730333,108.91551568294516
2024-07-01,Egypt,Canal,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,4663,8582.0,831323.01,Hospital,EGP,15.985130252342861,132.32143330727558
2024-07-01,Egypt,Cairo,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,5878,12778.0,504512.97,Independent Pharmacy,EGP,12.525339544225957,-54.39482146036123
2024-07-01,Egypt,Giza,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,1814,3557.0,66634.17,Hospital,EGP,1.06518195828387,-94.32312019819634
2024-07-01,Egypt,Alexandria,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,2442,4648.0,500394.29,Chain Pharmacy,EGP,6.923665874578168,-53.04278132018649
2024-07-01,Egypt,Delta,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,6186,12059.0,251241.73,Independent Pharmacy,EGP,3.0062223720042307,-60.66300172078611
2024-07-01,Egypt,Upper Egypt,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,5442,10061.0,1067384.09,Chain Pharmacy,EGP,21.680368133019595,530.0732841521752
2024-07-01,Egypt,Canal,P0004,PainFree,Molecule D,Delta Pharma,N02BE01,Pain,Tablet,500 mg,20,4414,8594.0,234839.28,Hospital,EGP,4.515617195735285,-57.91757517902019
2024-07-01,Egypt,Cairo,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,1596,2195.0,158475.83,Independent Pharmacy,EGP,3.934415363599136,-86.6467951347083
2024-07-01,Egypt,Giza,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,8009,14100.0,537352.87,Hospital,EGP,8.589865865456984,-57.428902785206006
2024-07-01,Egypt,Alexandria,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,8340,17820.0,1336231.28,Chain Pharmacy,EGP,18.488658041801205,151.46672409252835
2024-07-01,Egypt,Delta,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,2860,5447.0,175412.67,Chain Pharmacy,EGP,2.098892938235202,-68.32757631410391
2024-07-01,Egypt,Upper Egypt,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,5585,7966.0,199928.06,Hospital,EGP,4.060875538177105,-84.17831585373617
2024-07-01,Egypt,Canal,P0005,Infecto,Molecule E,Epsilon Pharma,J01CA04,Anti-infective,Capsule,500 mg,14,4135,7411.0,347978.99,Hospital,EGP,6.691128975521457,-61.780476780874814
2024-07-01,Egypt,Cairo,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,1224,1699.0,74110.03,Independent Pharmacy,EGP,1.8398997539801047,-94.98609370547992
2024-07-01,Egypt,Giza,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,8491,17809.0,1832380.33,Independent Pharmacy,EGP,29.29155519203201,107.33530046753685
2024-07-01,Egypt,Alexandria,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,5572,8939.0,621238.99,Hospital,EGP,8.595723974029376,198.2039094229353
2024-07-01,Egypt,Delta,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,6074,12722.0,1281856.79,Hospital,EGP,15.338003602361475,1393.3280156218166
2024-07-01,Egypt,Upper Egypt,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,1759,3796.0,328439.7,Hospital,EGP,6.671163334932709,-57.54301388231215
2024-07-01,Egypt,Canal,P0006,NeuroCalm,Molecule F,Zeta Pharma,N06AB10,CNS,Tablet,20 mg,28,1564,2134.0,256444.81,Hospital,EGP,4.931060058577372,44.03383439812127
2024-07-01,Egypt,Cairo,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,3776,7753.0,126969.42,Independent Pharmacy,EGP,3.1522184597819836,-53.95170655457675
2024-07-01,Egypt,Giza,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,6115,10819.0,251424.09,Chain Pharmacy,EGP,4.019145200517091,-74.12007871971265
2024-07-01,Egypt,Alexandria,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,6354,11227.0,1227378.12,Chain Pharmacy,EGP,16.98251993372648,1345.3590828671613
2024-07-01,Egypt,Delta,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,6611,13905.0,792060.47,Chain Pharmacy,EGP,9.477366299357138,126.31342124424192
2024-07-01,Egypt,Upper Egypt,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,1634,2405.0,249258.88,Independent Pharmacy,EGP,5.062867555786928,-83.17617504578043
2024-07-01,Egypt,Canal,P0007,ArthroRelief,Molecule G,Eta Pharma,M01AE01,Musculoskeletal,Tablet,400 mg,30,4623,9581.0,902953.86,Independent Pharmacy,EGP,17.362487132355163,-32.690847188533425
2024-07-01,Egypt,Cairo,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,2885,5044.0,568549.41,Chain Pharmacy,EGP,14.115146351776323,35.158699965703335
2024-07-01,Egypt,Giza,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,6111,8154.0,239467.33,Independent Pharmacy,EGP,3.828010156266817,-72.49520268695704
2024-07-01,Egypt,Alexandria,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,3915,8212.0,466025.5,Chain Pharmacy,EGP,6.448124839780302,-31.941227894157752
2024-07-01,Egypt,Delta,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,4937,6996.0,940761.88,Chain Pharmacy,EGP,11.256646777526804,487.7136506586714
2024-07-01,Egypt,Upper Egypt,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,8657,18347.0,286716.26,Hospital,EGP,5.823690014456333,-58.3302962100291
2024-07-01,Egypt,Canal,P0008,Dermacare,Molecule H,Theta Pharma,D07AC01,Dermatology,Cream,0.05%,1,2123,3162.0,361675.05,Hospital,EGP,6.954484254288375,74.25174981638946
2024-07-01,Egypt,Cairo,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,817,1267.0,158906.67,Hospital,EGP,3.9451116541013103,6.947435085497156
2024-07-01,Egypt,Giza,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,4215,6356.0,147239.35,Independent Pharmacy,EGP,2.3536977975330693,-76.62937757665861
2024-07-01,Egypt,Alexandria,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,4454,6548.0,775161.17,Chain Pharmacy,EGP,10.725455999961724,-3.953258628222245
2024-07-01,Egypt,Delta,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,8112,14477.0,1102186.47,Hospital,EGP,13.188165931807466,42.502634527493434
2024-07-01,Egypt,Upper Egypt,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,4005,5780.0,526027.78,Chain Pharmacy,EGP,10.684509939243183,106.14291470530999
2024-07-01,Egypt,Canal,P0009,LipiControl,Molecule I,Iota Pharma,C10AA01,Cardiovascular,Tablet,20 mg,30,7999,11707.0,1226659.93,Independent Pharmacy,EGP,23.586883221697157,16.864053836923134
2024-07-01,Egypt,Cairo,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,1408,2838.0,133968.09,Chain Pharmacy,EGP,3.325971610484904,-91.38666914738248
2024-07-01,Egypt,Giza,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,1852,3961.0,154475.34,Chain Pharmacy,EGP,2.4693688713728497,-70.85012344914885
2024-07-01,Egypt,Alexandria,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,4627,7538.0,966779.72,Independent Pharmacy,EGP,13.376770857233874,-17.04813171193407
2024-07-01,Egypt,Delta,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,6223,13651.0,1147055.22,Chain Pharmacy,EGP,13.725041076131081,417.1330137331653
2024-07-01,Egypt,Upper Egypt,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,7695,14226.0,1236816.96,Independent Pharmacy,EGP,25.12183501438753,10.657350223330987
2024-07-01,Egypt,Canal,P0010,GastroEase,Molecule J,Kappa Pharma,A02BC02,Gastrointestinal,Capsule,40 mg,14,2547,4444.0,396104.32,Hospital,EGP,7.616508953259574,78.4576283992237
2024-08-01,Egypt,Cairo,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,2896,5707.0,360478.03,Hospital,EGP,4.207960992081814,-77.22118484356287
2024-08-01,Egypt,Giza,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,4807,9366.0,452307.21,Hospital,EGP,6.488718262754591,-42.1918418332657
2024-08-01,Egypt,Alexandria,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,1126,1857.0,71991.91,Chain Pharmacy,EGP,1.3557051425834705,-85.27075255803148
2024-08-01,Egypt,Delta,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,1128,1919.0,201053.48,Chain Pharmacy,EGP,3.7667326402700207,-77.83295181789637
2024-08-01,Egypt,Upper Egypt,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,8901,12962.0,499911.98,Hospital,EGP,8.303941506677019,106.7661494493406
2024-08-01,Egypt,Canal,P0001,CardioSafe,Molecule A,Alpha Pharma,C09AA05,Cardiology,Tablet,20 mg,28,4263,6314.0,303741.59,Independent Pharmacy,EGP,4.788046247814092,-33.28468123570426
2024-08-01,Egypt,Cairo,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,6485,9273.0,1053217.44,Hospital,EGP,12.294502119034183,133.31504710041514
2024-08-01,Egypt,Giza,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,2770,4618.0,230180.92,Independent Pharmacy,EGP,3.302134271398533,-84.35378058371475
2024-08-01,Egypt,Alexandria,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,1592,3135.0,338693.45,Independent Pharmacy,EGP,6.378056255547847,113.43361525348237
2024-08-01,Egypt,Delta,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,7519,14787.0,1438009.98,Independent Pharmacy,EGP,26.941086166228207,24.275783576279288
2024-08-01,Egypt,Upper Egypt,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,1403,2064.0,178397.38,Independent Pharmacy,EGP,2.963324480570425,-57.11236794339942
2024-08-01,Egypt,Canal,P0002,GlucoMax,Molecule B,Beta Pharma,A10BA02,Diabetes,Tablet,500 mg,30,6969,13175.0,876302.84,Independent Pharmacy,EGP,13.813645095526208,367.75402890083865
2024-08-01,Egypt,Cairo,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,7534,14871.0,391777.13,Chain Pharmacy,EGP,4.573324151349157,45.90383110038654
2024-08-01,Egypt,Giza,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,1319,1960.0,261132.91,Independent Pharmacy,EGP,3.7461659789222703,-66.22259220199547
2024-08-01,Egypt,Alexandria,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,3889,6714.0,320137.94,Hospital,EGP,6.028630878026135,-53.37597185960959
2024-08-01,Egypt,Delta,P0003,Respira,Molecule C,Gamma Pharma,R03AC02,Respiratory,Inhaler,100 mcg,1,2613,3721.0,388422.77,Chain Pharmacy,EGP,7.277092274071034,-35.55398398789574
