Month,HCP_ID,Product_ID,Brand,Specialty,Territory,Channel,Touches,Promotional_Spend,Engagement_Rate
2024-07-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Field Call,9,569.66,0.078
2024-07-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Field Call,3,1015.07,0.229
2024-07-01,HCP0004,P0007,ArthroRelief,Pediatrics,Alexandria,Event,10,1308.91,0.117
2024-07-01,HCP0002,P0009,LipiControl,Internal Medicine,Cairo West,Sample,5,1047.39,0.139
2024-07-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Digital,0,0.0,0.198
2024-07-01,HCP0003,P0006,NeuroCalm,Endocrinology,Giza,Sample,8,1857.26,0.259
2024-07-01,HCP0008,P0002,GlucoMax,GP,Giza,Sample,5,651.63,0.223
2024-07-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Event,7,1216.96,0.298
2024-07-01,HCP0002,P0004,PainFree,Internal Medicine,Cairo West,Digital,10,2249.79,0.22
2024-07-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Field Call,13,1772.37,0.364
2024-07-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Digital,6,1659.37,0.132
2024-07-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Email,8,1975.64,0.426
2024-07-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Sample,7,796.19,0.164
2024-07-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Event,12,767.8,0.353
2024-07-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Field Call,6,1912.18,0.305
2024-07-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Email,0,0.0,0.063
2024-07-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Sample,9,2624.85,0.072
2024-07-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Digital,11,2989.67,0.349
2024-07-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Sample,5,983.7,0.155
2024-07-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Digital,7,1861.77,0.104
2024-07-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Field Call,12,2455.62,0.053
2024-07-01,HCP0003,P0004,PainFree,Endocrinology,Giza,Event,10,2550.58,0.287
2024-07-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Field Call,5,136.38,0.324
2024-07-01,HCP0006,P0008,Dermacare,Neurology,Upper Egypt,Event,7,999.07,0.1
2024-07-01,HCP0007,P0009,LipiControl,Dermatology,Cairo East,Digital,6,1653.07,0.163
2024-07-01,HCP0008,P0002,GlucoMax,GP,Giza,Field Call,13,1322.91,0.084
2024-07-01,HCP0008,P0010,GastroEase,GP,Giza,Event,6,1433.97,0.373
2024-07-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Email,2,280.41,0.074
2024-07-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Email,2,47.1,0.119
2024-07-01,HCP0008,P0001,CardioSafe,GP,Giza,Event,0,0.0,0.147
2024-07-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Field Call,11,3613.87,0.103
2024-07-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Digital,0,0.0,0.267
2024-07-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Event,8,2698.8,0.397
2024-07-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Email,8,2395.91,0.131
2024-07-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Email,1,187.53,0.411
2024-07-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Field Call,2,507.22,0.246
2024-07-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Field Call,6,994.65,0.152
2024-07-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Event,10,1337.88,0.138
2024-07-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Field Call,5,668.97,0.221
2024-07-01,HCP0008,P0005,Infecto,GP,Giza,Digital,12,1673.48,0.175
2024-07-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Digital,8,517.4,0.316
2024-07-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Digital,2,569.47,0.055
2024-07-01,HCP0005,P0004,PainFree,Pulmonology,Delta,Event,13,3835.12,0.319
2024-07-01,HCP0003,P0001,CardioSafe,Endocrinology,Giza,Sample,0,0.0,0.404
2024-07-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Sample,10,585.91,0.424
2024-07-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Event,8,2729.32,0.062
2024-07-01,HCP0008,P0008,Dermacare,GP,Giza,Email,9,462.85,0.09
2024-07-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Event,3,930.08,0.131
2024-07-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Field Call,9,2567.98,0.148
2024-07-01,HCP0004,P0007,ArthroRelief,Pediatrics,Alexandria,Field Call,10,1395.13,0.123
2024-07-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Sample,11,3261.35,0.437
2024-07-01,HCP0003,P0002,GlucoMax,Endocrinology,Giza,Event,2,669.44,0.418
2024-07-01,HCP0001,P0004,PainFree,Cardiology,Cairo East,Email,1,137.84,0.118
2024-07-01,HCP0002,P0001,CardioSafe,Internal Medicine,Cairo West,Sample,1,105.53,0.135
2024-07-01,HCP0002,P0004,PainFree,Internal Medicine,Cairo West,Digital,5,648.85,0.149
2024-07-01,HCP0008,P0008,Dermacare,GP,Giza,Sample,6,1608.53,0.353
2024-07-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Sample,11,517.06,0.21
2024-07-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Sample,14,2049.43,0.095
2024-07-01,HCP0008,P0009,LipiControl,GP,Giza,Digital,11,2011.38,0.265
2024-07-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Field Call,14,3558.18,0.106
2024-07-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Field Call,1,347.85,0.399
2024-07-01,HCP0008,P0005,Infecto,GP,Giza,Sample,4,531.84,0.08
2024-07-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Digital,14,1086.99,0.444
2024-07-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Email,14,3217.51,0.275
2024-07-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Email,0,0.0,0.41
2024-07-01,HCP0009,P0003,Respira,Cardiology,Alexandria,Field Call,5,315.64,0.326
2024-07-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Sample,5,530.23,0.432
2024-07-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Email,1,209.02,0.28
2024-07-01,HCP0004,P0001,CardioSafe,Pediatrics,Alexandria,Field Call,0,0.0,0.133
2024-07-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Email,7,1533.93,0.449
2024-07-01,HCP0006,P0001,CardioSafe,Neurology,Upper Egypt,Sample,14,2783.72,0.31
2024-07-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Event,0,0.0,0.36
2024-07-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Event,11,692.24,0.235
2024-07-01,HCP0008,P0007,ArthroRelief,GP,Giza,Field Call,6,1745.32,0.211
2024-07-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Sample,7,437.9,0.086
2024-07-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Field Call,13,4337.7,0.377
2024-07-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Field Call,4,953.03,0.057
2024-07-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Email,13,1938.5,0.426
2024-07-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Event,1,59.8,0.26
2024-07-01,HCP0004,P0006,NeuroCalm,Pediatrics,Alexandria,Digital,2,569.77,0.278
2024-07-01,HCP0002,P0009,LipiControl,Internal Medicine,Cairo West,Field Call,4,281.34,0.055
2024-07-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Event,1,298.28,0.16
2024-07-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Sample,7,2006.84,0.327
2024-07-01,HCP0010,P0010,GastroEase,Orthopedics,Cairo West,Field Call,9,3047.87,0.265
2024-07-01,HCP0003,P0001,CardioSafe,Endocrinology,Giza,Event,3,433.63,0.378
2024-07-01,HCP0003,P0001,CardioSafe,Endocrinology,Giza,Event,2,657.05,0.444
2024-07-01,HCP0008,P0007,ArthroRelief,GP,Giza,Field Call,7,647.21,0.338
2024-07-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Field Call,7,1168.04,0.358
2024-07-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Event,11,314.35,0.3
2024-07-01,HCP0005,P0005,Infecto,Pulmonology,Delta,Digital,12,2546.92,0.206
2024-07-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Field Call,9,692.36,0.351
2024-07-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Event,9,784.71,0.35
2024-07-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Email,9,2018.42,0.299
2024-07-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Sample,2,587.01,0.446
2024-07-01,HCP0003,P0004,PainFree,Endocrinology,Giza,Sample,4,903.72,0.272
2024-07-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Email,4,864.45,0.36
2024-07-01,HCP0005,P0005,Infecto,Pulmonology,Delta,Sample,3,128.03,0.357
2024-07-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Sample,2,215.74,0.202
2024-07-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Digital,7,1350.58,0.084
2024-07-01,HCP0005,P0004,PainFree,Pulmonology,Delta,Field Call,4,912.38,0.365
2024-07-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Digital,4,1136.14,0.392
2024-07-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Email,8,938.63,0.273
2024-07-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Email,1,325.82,0.154
2024-07-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Event,10,1460.48,0.331
2024-07-01,HCP0007,P0009,LipiControl,Dermatology,Cairo East,Sample,3,269.95,0.108
2024-07-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Event,6,701.35,0.293
2024-07-01,HCP0001,P0006,NeuroCalm,Cardiology,Cairo East,Email,12,2731.64,0.337
2024-07-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Digital,5,144.43,0.317
2024-07-01,HCP0006,P0002,GlucoMax,Neurology,Upper Egypt,Email,7,2017.99,0.19
2024-07-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Event,7,351.81,0.443
2024-07-01,HCP0010,P0003,Respira,Orthopedics,Cairo West,Digital,9,2843.72,0.244
2024-07-01,HCP0006,P0009,LipiControl,Neurology,Upper Egypt,Digital,4,350.69,0.166
2024-07-01,HCP0010,P0008,Dermacare,Orthopedics,Cairo West,Sample,4,718.17,0.323
2024-07-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Digital,2,529.58,0.098
2024-07-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Email,14,3773.63,0.227
2024-07-01,HCP0004,P0005,Infecto,Pediatrics,Alexandria,Event,6,1939.51,0.247
2024-07-01,HCP0002,P0008,Dermacare,Internal Medicine,Cairo West,Digital,7,914.08,0.06
2024-07-01,HCP0010,P0003,Respira,Orthopedics,Cairo West,Event,9,505.56,0.066
2024-07-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Field Call,14,2794.98,0.338
2024-07-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Email,14,4782.18,0.106
2024-07-01,HCP0006,P0009,LipiControl,Neurology,Upper Egypt,Event,12,2759.42,0.215
2024-07-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Digital,2,365.25,0.266
2024-07-01,HCP0003,P0003,Respira,Endocrinology,Giza,Field Call,5,1054.45,0.125
2024-07-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Event,9,2393.02,0.302
2024-07-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Digital,4,120.72,0.201
2024-07-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Event,9,2943.85,0.293
2024-07-01,HCP0007,P0009,LipiControl,Dermatology,Cairo East,Event,11,2387.67,0.156
2024-07-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Sample,0,0.0,0.263
2024-07-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Field Call,8,2203.75,0.289
2024-07-01,HCP0008,P0010,GastroEase,GP,Giza,Event,1,183.48,0.268
2024-07-01,HCP0010,P0003,Respira,Orthopedics,Cairo West,Sample,11,2549.32,0.369
2024-07-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Event,6,313.14,0.11
2024-07-01,HCP0010,P0009,LipiControl,Orthopedics,Cairo West,Field Call,13,1035.34,0.065
2024-07-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Sample,2,200.04,0.216
2024-07-01,HCP0008,P0004,PainFree,GP,Giza,Event,1,238.28,0.105
2024-07-01,HCP0005,P0005,Infecto,Pulmonology,Delta,Field Call,9,1212.04,0.324
2024-07-01,HCP0004,P0008,Dermacare,Pediatrics,Alexandria,Sample,7,1179.56,0.298
2024-07-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Sample,13,3608.64,0.15
2024-07-01,HCP0001,P0007,ArthroRelief,Cardiology,Cairo East,Field Call,7,1336.18,0.108
2024-07-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Field Call,4,310.95,0.255
2024-07-01,HCP0009,P0006,NeuroCalm,Cardiology,Alexandria,Email,0,0.0,0.354
2024-07-01,HCP0005,P0005,Infecto,Pulmonology,Delta,Event,13,545.95,0.385
2024-07-01,HCP0007,P0006,NeuroCalm,Dermatology,Cairo East,Email,9,1237.72,0.45
2024-07-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Field Call,4,357.26,0.305
2024-07-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Event,1,344.63,0.172
2024-07-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Digital,11,3339.51,0.244
2024-07-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Digital,4,569.48,0.437
2024-07-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Event,0,0.0,0.362
2024-07-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Field Call,13,2977.34,0.401
2024-07-01,HCP0008,P0004,PainFree,GP,Giza,Event,0,0.0,0.17
2024-07-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Sample,6,1976.51,0.357
2024-07-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Sample,13,2129.82,0.139
2024-07-01,HCP0005,P0009,LipiControl,Pulmonology,Delta,Field Call,0,0.0,0.44
2024-07-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Email,6,1174.35,0.334
2024-07-01,HCP0006,P0008,Dermacare,Neurology,Upper Egypt,Digital,7,2369.26,0.179
2024-07-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Event,6,568.35,0.201
2024-07-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Email,14,3414.39,0.25
2024-07-01,HCP0007,P0009,LipiControl,Dermatology,Cairo East,Email,6,1401.84,0.335
2024-07-01,HCP0009,P0001,CardioSafe,Cardiology,Alexandria,Email,8,2662.08,0.447
2024-07-01,HCP0001,P0008,Dermacare,Cardiology,Cairo East,Event,0,0.0,0.223
2024-07-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Digital,2,220.39,0.053
2024-07-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Digital,11,2201.74,0.274
2024-07-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Sample,11,1220.91,0.381
2024-07-01,HCP0005,P0010,GastroEase,Pulmonology,Delta,Email,4,1329.3,0.393
2024-07-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Digital,11,223.25,0.445
2024-07-01,HCP0005,P0004,PainFree,Pulmonology,Delta,Field Call,13,1894.51,0.318
2024-07-01,HCP0007,P0001,CardioSafe,Dermatology,Cairo East,Digital,12,2282.45,0.106
2024-07-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Email,10,2734.94,0.305
2024-07-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Digital,6,554.06,0.183
2024-07-01,HCP0007,P0001,CardioSafe,Dermatology,Cairo East,Event,9,323.01,0.188
2024-07-01,HCP0006,P0008,Dermacare,Neurology,Upper Egypt,Email,5,684.67,0.208
2024-07-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Event,12,3022.52,0.407
2024-07-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Event,4,1148.8,0.171
2024-07-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Digital,1,49.33,0.369
2024-07-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Digital,2,606.64,0.093
2024-07-01,HCP0002,P0007,ArthroRelief,Internal Medicine,Cairo West,Field Call,8,1513.18,0.235
2024-07-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Field Call,1,270.62,0.23
2024-07-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Digital,6,1771.52,0.186
2024-07-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Digital,14,1873.97,0.122
2024-07-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Sample,13,2896.85,0.414
2024-07-01,HCP0009,P0008,Dermacare,Cardiology,Alexandria,Event,14,2149.86,0.4
2024-07-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Sample,14,763.78,0.424
2024-07-01,HCP0007,P0004,PainFree,Dermatology,Cairo East,Field Call,10,2704.7,0.053
2024-07-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Event,9,2801.41,0.222
2024-07-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Digital,13,2395.28,0.125
2024-07-01,HCP0004,P0005,Infecto,Pediatrics,Alexandria,Field Call,0,0.0,0.352
2024-07-01,HCP0003,P0009,LipiControl,Endocrinology,Giza,Sample,2,423.65,0.302
2024-07-01,HCP0003,P0010,GastroEase,Endocrinology,Giza,Field Call,13,3556.07,0.2
2024-07-01,HCP0002,P0008,Dermacare,Internal Medicine,Cairo West,Email,13,3336.34,0.243
2024-07-01,HCP0010,P0007,ArthroRelief,Orthopedics,Cairo West,Event,8,2357.89,0.447
2024-07-01,HCP0002,P0003,Respira,Internal Medicine,Cairo West,Sample,3,416.93,0.444
2024-07-01,HCP0010,P0004,PainFree,Orthopedics,Cairo West,Email,6,643.41,0.344
2024-07-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Digital,6,234.6,0.063
2024-07-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Email,3,720.39,0.077
2024-07-01,HCP0001,P0002,GlucoMax,Cardiology,Cairo East,Sample,8,699.15,0.393
2024-07-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Field Call,4,313.15,0.148
2024-07-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Field Call,12,1275.07,0.059
2024-07-01,HCP0004,P0010,GastroEase,Pediatrics,Alexandria,Event,0,0.0,0.111
2024-07-01,HCP0005,P0007,ArthroRelief,Pulmonology,Delta,Sample,0,0.0,0.062
2024-07-01,HCP0008,P0010,GastroEase,GP,Giza,Field Call,9,1403.77,0.099
2024-07-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Email,0,0.0,0.429
2024-07-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Email,4,416.44,0.162
2024-07-01,HCP0006,P0004,PainFree,Neurology,Upper Egypt,Field Call,8,1343.44,0.364
2024-07-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Digital,4,475.39,0.357
2024-07-01,HCP0002,P0004,PainFree,Internal Medicine,Cairo West,Sample,3,137.1,0.062
2024-07-01,HCP0002,P0004,PainFree,Internal Medicine,Cairo West,Sample,7,1473.42,0.285
2024-07-01,HCP0006,P0009,LipiControl,Neurology,Upper Egypt,Digital,14,1719.22,0.234
2024-07-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Email,10,1496.02,0.439
2024-07-01,HCP0003,P0009,LipiControl,Endocrinology,Giza,Event,9,2955.47,0.305
2024-07-01,HCP0007,P0009,LipiControl,Dermatology,Cairo East,Sample,3,918.54,0.277
2024-07-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Field Call,8,2029.46,0.309
2024-07-01,HCP0002,P0008,Dermacare,Internal Medicine,Cairo West,Sample,3,730.63,0.288
2024-07-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Event,10,3223.62,0.098
2024-07-01,HCP0008,P0007,ArthroRelief,GP,Giza,Digital,0,0.0,0.222
2024-07-01,HCP0001,P0010,GastroEase,Cardiology,Cairo East,Digital,0,0.0,0.342
2024-07-01,HCP0002,P0005,Infecto,Internal Medicine,Cairo West,Field Call,2,612.97,0.196
2024-07-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Field Call,6,1150.01,0.074
2024-07-01,HCP0002,P0009,LipiControl,Internal Medicine,Cairo West,Digital,11,1882.86,0.373
2024-07-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Email,5,1498.62,0.138
2024-07-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Email,5,1626.13,0.428
2024-07-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Field Call,14,3577.54,0.073
2024-07-01,HCP0006,P0007,ArthroRelief,Neurology,Upper Egypt,Sample,11,261.75,0.311
2024-07-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Event,6,590.43,0.386
2024-07-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Email,13,634.81,0.368
2024-07-01,HCP0009,P0002,GlucoMax,Cardiology,Alexandria,Email,2,60.12,0.325
2024-07-01,HCP0006,P0005,Infecto,Neurology,Upper Egypt,Digital,7,2250.2,0.294
2024-07-01,HCP0008,P0005,Infecto,GP,Giza,Event,9,1611.12,0.372
2024-07-01,HCP0004,P0009,LipiControl,Pediatrics,Alexandria,Sample,2,221.92,0.147
2024-07-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Field Call,8,1061.99,0.444
2024-07-01,HCP0001,P0005,Infecto,Cardiology,Cairo East,Sample,10,3106.57,0.318
2024-07-01,HCP0004,P0004,PainFree,Pediatrics,Alexandria,Event,11,2711.63,0.372
2024-07-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Sample,3,95.69,0.311
2024-07-01,HCP0009,P0010,GastroEase,Cardiology,Alexandria,Digital,5,1684.64,0.303
2024-07-01,HCP0008,P0004,PainFree,GP,Giza,Digital,9,1463.77,0.092
2024-07-01,HCP0005,P0002,GlucoMax,Pulmonology,Delta,Email,2,657.11,0.28
2024-07-01,HCP0010,P0004,PainFree,Orthopedics,Cairo West,Sample,9,310.41,0.081
2024-07-01,HCP0005,P0008,Dermacare,Pulmonology,Delta,Email,12,4078.49,0.087
2024-07-01,HCP0009,P0009,LipiControl,Cardiology,Alexandria,Sample,12,2711.13,0.13
2024-07-01,HCP0001,P0001,CardioSafe,Cardiology,Cairo East,Field Call,8,1710.35,0.442
2024-07-01,HCP0009,P0007,ArthroRelief,Cardiology,Alexandria,Event,7,1156.25,0.3
2024-07-01,HCP0010,P0002,GlucoMax,Orthopedics,Cairo West,Email,2,268.34,0.229
2024-07-01,HCP0004,P0003,Respira,Pediatrics,Alexandria,Event,4,351.06,0.122
2024-07-01,HCP0001,P0003,Respira,Cardiology,Cairo East,Digital,5,132.58,0.274
2024-07-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Digital,3,581.72,0.103
2024-07-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Sample,13,3515.39,0.078
2024-07-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Sample,0,0.0,0.422
2024-07-01,HCP0010,P0005,Infecto,Orthopedics,Cairo West,Digital,0,0.0,0.231
2024-07-01,HCP0002,P0001,CardioSafe,Internal Medicine,Cairo West,Event,13,1288.02,0.23
2024-07-01,HCP0006,P0006,NeuroCalm,Neurology,Upper Egypt,Email,5,426.49,0.412
2024-07-01,HCP0009,P0008,Dermacare,Cardiology,Alexandria,Digital,6,1105.66,0.319
2024-07-01,HCP0008,P0008,Dermacare,GP,Giza,Digital,6,1463.22,0.288
2024-07-01,HCP0010,P0006,NeuroCalm,Orthopedics,Cairo West,Email,0,0.0,0.152
2024-07-01,HCP0010,P0001,CardioSafe,Orthopedics,Cairo West,Sample,10,3072.51,0.111
2024-07-01,HCP0006,P0003,Respira,Neurology,Upper Egypt,Event,8,673.37,0.352
2024-07-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Digital,7,1139.68,0.312
2024-07-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Email,10,551.13,0.148
2024-07-01,HCP0004,P0007,ArthroRelief,Pediatrics,Alexandria,Sample,9,2812.64,0.177
2024-07-01,HCP0008,P0004,PainFree,GP,Giza,Email,0,0.0,0.265
2024-07-01,HCP0009,P0004,PainFree,Cardiology,Alexandria,Digital,10,1182.22,0.337
2024-07-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Event,0,0.0,0.351
2024-07-01,HCP0010,P0004,PainFree,Orthopedics,Cairo West,Field Call,3,1032.52,0.138
2024-07-01,HCP0009,P0005,Infecto,Cardiology,Alexandria,Digital,6,1307.68,0.197
2024-07-01,HCP0003,P0007,ArthroRelief,Endocrinology,Giza,Event,7,1502.8,0.075
2024-07-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Email,11,3215.06,0.305
2024-07-01,HCP0008,P0008,Dermacare,GP,Giza,Email,1,163.89,0.171
2024-07-01,HCP0001,P0009,LipiControl,Cardiology,Cairo East,Email,2,180.33,0.057
2024-07-01,HCP0007,P0003,Respira,Dermatology,Cairo East,Digital,1,68.78,0.103
2024-07-01,HCP0005,P0006,NeuroCalm,Pulmonology,Delta,Email,11,1710.11,0.222
2024-07-01,HCP0002,P0006,NeuroCalm,Internal Medicine,Cairo West,Event,13,2876.91,0.357
2024-07-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Digital,4,278.64,0.405
2024-07-01,HCP0008,P0008,Dermacare,GP,Giza,Field Call,12,2937.53,0.369
2024-07-01,HCP0004,P0001,CardioSafe,Pediatrics,Alexandria,Event,6,381.17,0.057
2024-07-01,HCP0003,P0005,Infecto,Endocrinology,Giza,Sample,14,4466.29,0.337
2024-07-01,HCP0007,P0007,ArthroRelief,Dermatology,Cairo East,Email,2,596.34,0.336
2024-07-01,HCP0007,P0008,Dermacare,Dermatology,Cairo East,Digital,1,194.63,0.06
2024-07-01,HCP0005,P0003,Respira,Pulmonology,Delta,Sample,2,138.86,0.236
2024-07-01,HCP0004,P0002,GlucoMax,Pediatrics,Alexandria,Digital,14,2959.06,0.307
2024-07-01,HCP0007,P0002,GlucoMax,Dermatology,Cairo East,Digital,10,672.85,0.264
2024-07-01,HCP0008,P0007,ArthroRelief,GP,Giza,Digital,1,273.15,0.335
2024-07-01,HCP0002,P0002,GlucoMax,Internal Medicine,Cairo West,Digital,0,0.0,0.114
2024-07-01,HCP0002,P0010,GastroEase,Internal Medicine,Cairo West,Digital,2,70.21,0.08
